AngErr,Ecc,Tr
0.7401031594,5.0825133311,1
0.8971243939,8.8645897422,1
0.508267043,6.124223633,4
0.3848296128,3.6480489305,4
0.4473495489,6.1921854616,4
0.4692557141,5.3293875087,4
0.2113764809,1.2028047891,4
0.164819574,5.1376515331,4
0.4546202661,5.3621379896,4
0.4085527675,1.142877558,4
0.3191166011,5.3398980345,4
0.8032660028,6.3178889381,4
0.3277437882,3.9230455824,4
0.7713570488,6.5473685489,4
0.6234671963,4.9049550126,3
0.3681993313,2.6685433702,3
0.4036438189,5.6598282351,3
0.7907867077,4.9546339374,3
0.2660280119,1.1950206505,3
0.4482981735,4.7098627123,3
0.1920288077,5.1295228217,3
0.0530884265,0.8742157363,3
0.2003524037,4.7113142672,3
0.5097941835,5.891448254,3
0.806083153,3.1108564146,3
0.5727576477,5.5403580421,3
0.2641220538,6.4776907554,2
0.5022193368,3.3543436731,2
0.5472971224,6.2073512895,2
0.4270174564,5.2249286215,2
0.4493511153,1.5077299947,2
0.2700451573,5.2567083348,2
0.5091318637,5.0783732625,2
0.2033288441,1.0169241132,2
0.386469223,5.1079171813,2
0.5066733232,6.1748868998,2
0.8136883874,3.7884738945,2
0.7454548328,6.4971621261,2
1.9317798559,5.5639403768,1
2.0952647838,5.4555698395,1
1.384838901,2.5788616856,1
1.2345110948,2.5048743096,1
1.4049226585,5.8902493499,1
1.1761405582,5.8063656207,1
1.4814467566,5.3857990329,1
1.1410125043,0.9843185288,1
1.2310426853,5.14826352,1
0.7239504825,5.3541186422,1
0.9056695738,1.7781779966,1
0.6956650294,5.4009893181,1
0.5651828704,6.7986341602,1
0.9552443113,4.5429352983,1
1.4879822979,6.9987369999,1
